year,total_app,nber11_inforce,nber12_inforce,nber13_inforce,nber14_inforce,nber15_inforce,nber19_inforce,nber21_inforce,nber22_inforce,nber23_inforce,nber24_inforce,nber25_inforce,nber31_inforce,nber32_inforce,nber33_inforce,nber39_inforce,nber41_inforce,nber42_inforce,nber43_inforce,nber44_inforce,nber45_inforce,nber46_inforce,nber49_inforce,nber51_inforce,nber52_inforce,nber53_inforce,nber54_inforce,nber55_inforce,nber59_inforce,nber61_inforce,nber62_inforce,nber63_inforce,nber64_inforce,nber65_inforce,nber66_inforce,nber67_inforce,nber68_inforce,nber69_inforce,nber70_inforce,nber80_inforce,nber1_inforce,nber2_inforce,nber3_inforce,nber4_inforce,nber5_inforce,nber6_inforce,nber7_inforce,nber8_inforce,total_inforce,nber11_inforce_max,nber12_inforce_max,nber13_inforce_max,nber14_inforce_max,nber15_inforce_max,nber19_inforce_max,nber21_inforce_max,nber22_inforce_max,nber23_inforce_max,nber24_inforce_max,nber25_inforce_max,nber31_inforce_max,nber32_inforce_max,nber33_inforce_max,nber39_inforce_max,nber41_inforce_max,nber42_inforce_max,nber43_inforce_max,nber44_inforce_max,nber45_inforce_max,nber46_inforce_max,nber49_inforce_max,nber51_inforce_max,nber52_inforce_max,nber53_inforce_max,nber54_inforce_max,nber55_inforce_max,nber59_inforce_max,nber61_inforce_max,nber62_inforce_max,nber63_inforce_max,nber64_inforce_max,nber65_inforce_max,nber66_inforce_max,nber67_inforce_max,nber68_inforce_max,nber69_inforce_max,nber70_inforce_max,nber80_inforce_max,nber1_inforce_max,nber2_inforce_max,nber3_inforce_max,nber4_inforce_max,nber5_inforce_max,nber6_inforce_max,nber7_inforce_max,nber8_inforce_max,total_inforce_max,nber11_iss,nber12_iss,nber13_iss,nber14_iss,nber15_iss,nber19_iss,nber21_iss,nber22_iss,nber23_iss,nber24_iss,nber25_iss,nber31_iss,nber32_iss,nber33_iss,nber39_iss,nber41_iss,nber42_iss,nber43_iss,nber44_iss,nber45_iss,nber46_iss,nber49_iss,nber51_iss,nber52_iss,nber53_iss,nber54_iss,nber55_iss,nber59_iss,nber61_iss,nber62_iss,nber63_iss,nber64_iss,nber65_iss,nber66_iss,nber67_iss,nber68_iss,nber69_iss,nber70_iss,nber80_iss,nber1_iss,nber2_iss,nber3_iss,nber4_iss,nber5_iss,nber6_iss,nber7_iss,nber8_iss,total_iss
1945,67846,5309,12453,4007,17410,7256,59758,16423,2423,67,3019,20,3002,4542,0,2388,27051,13521,11106,1609,17447,304,11301,52914,25347,41106,6009,34145,61032,19877,6843,38279,12609,23660,20746,10827,18333,101617,6,0,106193,21952,9932,82339,220553,252791,6,0,693766,5309,12453,4007,17410,7256,59758,16423,2423,67,3019,20,3002,4542,0,2388,27051,13521,11106,1609,17447,304,11301,52914,25347,41106,6009,34145,61032,19877,6843,38279,12609,23660,20746,10827,18333,101617,6,0,106193,21952,9932,82339,220553,252791,6,0,693766,191,596,142,1167,721,2954,627,91,4,87,0,165,154,0,96,882,354,525,92,746,22,442,2169,1000,1492,252,1117,2338,531,180,1207,377,660,577,379,507,2851,0,0,5771,809,415,3063,8368,7269,0,0,25695
1946,81056,5126,12256,3908,17899,7591,58974,16409,2551,66,2928,20,3021,4361,0,2255,26269,13251,11058,1653,17145,304,11121,51430,24432,39628,5896,32265,58522,19002,6553,36566,12077,22248,19513,10577,17450,96917,6,0,105754,21974,9637,80801,212173,240903,6,0,671248,5126,12256,3908,17899,7591,58974,16409,2551,66,2928,20,3021,4361,0,2255,26269,13251,11058,1653,17145,304,11121,51430,24432,39628,5896,32265,58522,19002,6553,36566,12077,22248,19513,10577,17450,96917,6,0,105754,21974,9637,80801,212173,240903,6,0,671248,140,408,131,960,531,2446,851,212,2,51,1,133,147,0,56,927,490,474,83,749,15,492,1710,692,1266,165,985,1762,366,203,1062,254,532,477,328,391,2312,0,0,4616,1117,336,3230,6580,5925,0,0,21804
1947,75443,4980,12002,3661,18323,7738,57509,16401,2568,67,2802,23,3054,4266,0,2192,25625,13009,10876,1714,16825,311,10930,49673,23378,37808,5792,30149,55323,18190,6248,35041,11455,21055,18132,10225,16814,91995,6,0,104213,21861,9512,79290,202123,229155,6,0,646160,4980,12002,3661,18323,7738,57509,16401,2568,67,2802,23,3054,4266,0,2192,25625,13009,10876,1714,16825,311,10930,49673,23378,37808,5792,30149,55323,18190,6248,35041,11455,21055,18132,10225,16814,91995,6,0,104213,21861,9512,79290,202123,229155,6,0,646160,139,409,82,935,361,2151,843,104,6,68,3,163,167,0,63,1074,460,389,95,750,27,479,1509,555,991,177,913,1478,433,150,1187,255,481,383,312,458,2088,0,0,4077,1024,393,3274,5623,5747,0,0,20138
1948,68740,4805,11622,3374,18786,8025,55796,16120,2525,69,2606,24,3109,4279,0,2120,25174,12892,10740,1800,16761,345,10741,47590,22362,35855,5545,27522,51982,17312,6028,33469,10619,19852,16610,9702,16006,86193,6,0,102408,21344,9508,78453,190856,215791,6,0,618366,4805,11622,3374,18786,8025,55796,16120,2525,69,2606,24,3109,4279,0,2120,25174,12892,10740,1800,16761,345,10741,47590,22362,35855,5545,27522,51982,17312,6028,33469,10619,19852,16610,9702,16006,86193,6,0,102408,21344,9508,78453,190856,215791,6,0,618366,127,395,97,1187,550,2299,694,108,3,60,1,165,265,0,83,1390,687,517,116,1005,45,541,1829,704,1164,205,984,1786,563,238,1345,237,676,387,464,468,2577,0,0,4655,866,513,4301,6672,6955,0,0,23962
1949,67592,4610,11353,3180,19439,8586,54305,16241,2574,69,2474,29,3171,4299,0,2072,25018,12971,10788,1958,16981,380,10865,45945,21520,34285,5372,25813,49634,16734,5913,32301,9739,19019,15511,9492,15355,82038,6,0,101473,21387,9542,78961,182569,206102,6,0,600040,4610,11353,3180,19439,8586,54305,16241,2574,69,2474,29,3171,4299,0,2072,25018,12971,10788,1958,16981,380,10865,45945,21520,34285,5372,25813,49634,16734,5913,32301,9739,19019,15511,9492,15355,82038,6,0,101473,21387,9542,78961,182569,206102,6,0,600040,176,519,155,1735,889,2991,1121,206,5,137,6,218,305,0,104,1731,906,773,215,1512,53,870,2537,1062,1618,304,1526,2666,1072,371,1670,337,1128,783,734,673,4023,0,0,6465,1475,627,6060,9713,10791,0,0,35131
1950,67264,4526,11224,3120,20341,9071,53431,16767,2711,73,2509,38,3212,4413,0,2057,25093,12920,10913,2108,17049,385,11155,45109,20601,33134,5284,25401,48683,16991,5915,32038,9468,18974,14949,9305,14828,80503,6,0,101713,22098,9682,79623,178212,202971,6,0,594305,4526,11224,3120,20341,9071,53431,16767,2711,73,2509,38,3212,4413,0,2057,25093,12920,10913,2108,17049,385,11155,45109,20601,33134,5284,25401,48683,16991,5915,32038,9468,18974,14949,9305,14828,80503,6,0,101713,22098,9682,79623,178212,202971,6,0,594305,280,722,283,2037,879,3492,1536,274,7,257,10,240,404,0,133,1973,852,856,241,1466,36,1028,2892,1042,1869,395,1759,3663,1646,467,2065,545,1549,1032,627,962,5520,0,0,7693,2084,777,6452,11620,14413,0,0,43039
1951,60438,4411,11067,3095,21335,9747,53034,17297,2826,81,2582,51,3367,4614,0,2077,25257,12737,11136,2201,17227,412,11244,44645,19765,32396,5080,25380,49166,17190,5854,31679,9530,19174,14289,9158,14533,79672,4,0,102689,22837,10058,80214,176432,201079,4,0,593313,4411,11067,3095,21335,9747,53034,17297,2826,81,2582,51,3367,4614,0,2077,25257,12737,11136,2201,17227,412,11244,44645,19765,32396,5080,25380,49166,17190,5854,31679,9530,19174,14289,9158,14533,79672,4,0,102689,22837,10058,80214,176432,201079,4,0,593313,230,680,288,1993,1021,3700,1392,243,10,273,13,315,479,0,199,2016,800,912,216,1429,39,843,3401,934,1952,319,1814,4247,1532,415,1886,653,1765,874,578,1110,5761,0,0,7912,1931,993,6255,12667,14574,0,0,44332
1952,64554,4366,10981,3216,21960,10357,53335,17738,2902,96,2610,59,3420,4720,0,2098,25489,12654,11549,2343,17630,449,11398,45366,19411,32004,5009,25276,50033,17634,5812,31179,9708,19654,13860,9061,14260,79569,2,0,104215,23405,10238,81512,177099,200737,2,0,597208,4366,10981,3216,21960,10357,53335,17738,2902,96,2610,59,3420,4720,0,2098,25489,12654,11549,2343,17630,449,11398,45366,19411,32004,5009,25276,50033,17634,5812,31179,9708,19654,13860,9061,14260,79569,2,0,104215,23405,10238,81512,177099,200737,2,0,597208,247,649,339,1699,978,3645,1355,194,20,208,10,238,424,0,168,1573,808,1023,224,1400,49,814,3665,976,1999,294,1697,4068,1614,481,1943,824,1801,846,489,1086,5760,0,0,7557,1787,830,5891,12699,14844,0,0,43608
1953,72284,4316,10782,3287,22559,10702,53132,17841,2961,99,2630,65,3430,4862,0,2058,25660,12518,11745,2442,18117,503,11569,45893,18922,31534,4925,24909,50473,17954,5830,30608,9876,20045,13490,9000,14149,79007,1,0,104778,23596,10350,82554,176656,199959,1,0,597894,4316,10782,3287,22559,10702,53132,17841,2961,99,2630,65,3430,4862,0,2058,25660,12518,11745,2442,18117,503,11569,45893,18922,31534,4925,24909,50473,17954,5830,30608,9876,20045,13490,9000,14149,79007,1,0,104778,23596,10350,82554,176656,199959,1,0,597894,270,602,274,1719,741,3337,1158,200,10,197,6,189,417,0,145,1544,688,906,192,1356,61,755,3307,986,2050,246,1497,3602,1331,442,1839,888,1668,738,524,1063,5520,0,0,6943,1571,751,5502,11688,14013,0,0,40468
1954,77185,4165,10589,3344,23187,10931,52712,17717,3034,99,2593,69,3407,4959,0,2039,25686,12217,11957,2562,18402,546,11785,45970,18550,30869,4838,24336,50315,18000,5734,29767,9977,19934,13095,8877,13932,77825,1,0,104928,23512,10405,83155,174878,197141,1,0,594020,4165,10589,3344,23187,10931,52712,17717,3034,99,2593,69,3407,4959,0,2039,25686,12217,11957,2562,18402,546,11785,45970,18550,30869,4838,24336,50315,18000,5734,29767,9977,19934,13095,8877,13932,77825,1,0,104928,23512,10405,83155,174878,197141,1,0,594020,215,551,256,1725,606,3003,853,187,3,162,5,192,406,0,133,1404,551,796,206,1180,49,722,2645,971,1663,210,1184,2817,1117,335,1462,738,1187,589,456,836,4394,0,0,6356,1210,731,4908,9490,11114,0,0,33809
1955,77188,3981,10370,3394,23309,10972,52127,17635,3040,101,2604,71,3387,5024,0,1994,25533,11905,12030,2627,18477,596,11885,45754,17950,30066,4697,23753,49861,18012,5644,28841,9949,19765,12544,8824,13585,76083,1,0,104153,23451,10405,83053,172081,193247,1,0,586391,3981,10370,3394,23309,10972,52127,17635,3040,101,2604,71,3387,5024,0,1994,25533,11905,12030,2627,18477,596,11885,45754,17950,30066,4697,23753,49861,18012,5644,28841,9949,19765,12544,8824,13585,76083,1,0,104153,23451,10405,83053,172081,193247,1,0,586391,198,515,232,1298,491,2657,897,169,6,135,6,176,346,0,90,1256,553,675,194,951,71,640,2547,836,1474,176,1185,2581,1109,297,1394,645,1119,481,429,700,3903,0,0,5391,1213,612,4340,8799,10077,0,0,30432
1956,74906,4002,10390,3519,24435,11260,53313,17817,3103,103,2624,78,3463,5151,1,2006,25919,11777,12328,2873,18880,686,12159,46216,17868,29728,4612,23558,50283,18160,5599,28093,10126,19894,12140,8821,13730,75420,1,0,106919,23725,10621,84622,172265,191983,1,0,590136,4002,10390,3519,24435,11260,53313,17817,3103,103,2624,78,3463,5151,1,2006,25919,11777,12328,2873,18880,686,12159,46216,17868,29728,4612,23558,50283,18160,5599,28093,10126,19894,12140,8821,13730,75420,1,0,106919,23725,10621,84622,172265,191983,1,0,590136,372,761,328,2387,777,4709,1326,260,9,179,9,317,379,1,137,2185,886,1001,358,1489,115,1036,3599,1595,2262,297,1722,3874,1555,431,1703,1027,1514,709,615,1248,5644,0,0,9334,1783,834,7070,13349,14446,0,0,46816
1957,74197,3829,10358,3576,25528,11471,53550,17725,3161,114,2714,86,3579,5196,1,1997,26256,11769,12480,3042,19238,803,12495,46358,17800,29324,4508,23040,50420,18364,5549,27341,10124,19998,11724,8700,14037,74387,2,0,108312,23800,10773,86083,171450,190224,2,0,590644,3829,10358,3576,25528,11471,53550,17725,3161,114,2714,86,3579,5196,1,1997,26256,11769,12480,3042,19238,803,12495,46358,17800,29324,4508,23040,50420,18364,5549,27341,10124,19998,11724,8700,14037,74387,2,0,108312,23800,10773,86083,171450,190224,2,0,590644,262,706,326,2399,718,3789,1134,266,16,226,11,345,346,0,116,2114,961,836,315,1402,142,1103,3320,1464,2023,276,1354,3608,1539,454,1436,865,1386,688,534,1176,5087,2,0,8200,1653,807,6873,12045,13165,2,0,42745
1958,77495,3779,10416,3635,27118,12157,54719,17914,3293,124,2847,101,3838,5419,1,1950,26633,11983,12710,3357,19631,964,12905,46824,18061,29271,4449,23082,50746,18634,5542,26674,10242,19968,11445,8825,14414,74193,2,0,111824,24279,11208,88183,172433,189937,2,0,597866,3779,10416,3635,27118,12157,54719,17914,3293,124,2847,101,3838,5419,1,1950,26633,11983,12710,3357,19631,964,12905,46824,18061,29271,4449,23082,50746,18634,5542,26674,10242,19968,11445,8825,14414,74193,2,0,111824,24279,11208,88183,172433,189937,2,0,597866,261,815,273,2830,1169,4293,1450,315,12,323,17,419,558,0,128,2368,1124,919,451,1550,181,1249,3592,1735,2389,293,1773,3841,1549,391,1510,836,1432,714,743,1174,5653,0,0,9641,2117,1105,7842,13623,14002,0,0,48330
1959,78594,3912,10595,3750,28725,12924,56396,18240,3618,167,3069,115,4177,5613,1,1947,27300,12424,13061,3812,20124,1145,13403,47337,18197,29819,4393,23641,51786,19111,5605,26558,10635,20151,11250,8954,14713,75155,2,0,116302,25209,11738,91269,175173,192132,2,0,611825,3912,10595,3750,28725,12924,56396,18240,3618,167,3069,115,4177,5613,1,1947,27300,12424,13061,3812,20124,1145,13403,47337,18197,29819,4393,23641,51786,19111,5605,26558,10635,20151,11250,8954,14713,75155,2,0,116302,25209,11738,91269,175173,192132,2,0,611825,394,947,286,2725,1370,4917,1594,507,47,424,15,525,456,0,116,2652,1289,1116,574,1640,200,1364,3565,1632,2632,263,1808,4178,1501,355,1870,979,1487,700,797,1203,6280,0,0,10639,2587,1097,8835,14078,15172,0,0,52408
1960,79590,4071,10659,3890,29927,13468,57773,19084,4106,210,3367,128,4517,5718,2,1919,28404,12972,13530,4292,20980,1310,13966,48225,18617,30729,4411,24394,52904,19484,5815,26451,10723,20389,11207,9044,14907,76345,3,0,119788,26895,12156,95454,179280,194365,3,0,627941,4071,10659,3890,29927,13468,57773,19084,4106,210,3367,128,4517,5718,2,1919,28404,12972,13530,4292,20980,1310,13966,48225,18617,30729,4411,24394,52904,19484,5815,26451,10723,20389,11207,9044,14907,76345,3,0,119788,26895,12156,95454,179280,194365,3,0,627941,386,714,274,2165,1160,4407,1557,614,47,444,15,499,306,1,80,2319,1123,1146,592,1666,183,1130,3447,1431,2464,288,1928,3762,1293,441,1512,755,1266,551,602,1107,5494,1,0,9106,2677,886,8159,13320,13021,1,0,47170
1961,83100,4276,10712,4000,31489,14325,59691,19884,4568,252,3672,141,4843,5766,3,1920,29431,13262,14123,4807,21972,1491,14530,49331,19155,31638,4508,25353,53997,20018,6111,26698,11136,20971,11188,9175,15371,78445,3,0,124493,28517,12532,99616,183982,199113,3,0,648256,4276,10712,4000,31489,14325,59691,19884,4568,252,3672,141,4843,5766,3,1920,29431,13262,14123,4807,21972,1491,14530,49331,19155,31638,4508,25353,53997,20018,6111,26698,11136,20971,11188,9175,15371,78445,3,0,124493,28517,12532,99616,183982,199113,3,0,648256,388,723,234,2528,1363,4901,1496,618,45,441,13,544,207,1,73,2023,730,1259,643,1681,203,1022,3597,1540,2330,348,2107,3726,1267,460,1607,921,1320,658,564,1209,5578,0,0,10137,2613,825,7561,13648,13584,0,0,48368
1962,85029,4488,10998,4074,33452,15373,61730,20856,5178,294,4120,167,5400,6162,3,1994,30833,13692,15226,5334,23174,1649,15376,51368,20026,32542,4709,26443,55814,21016,6415,27333,11818,21817,11343,9561,16239,81786,4,0,130115,30615,13559,105284,190902,207328,4,0,677807,4488,10998,4074,33452,15373,61730,20856,5178,294,4120,167,5400,6162,3,1994,30833,13692,15226,5334,23174,1649,15376,51368,20026,32542,4709,26443,55814,21016,6415,27333,11818,21817,11343,9561,16239,81786,4,0,130115,30615,13559,105284,190902,207328,4,0,677807,406,890,223,3146,1778,5033,1611,703,47,537,26,725,553,0,171,2298,796,1638,621,1960,180,1302,4257,1888,2432,458,2230,4181,1539,487,1855,1068,1513,739,768,1385,6246,1,0,11476,2924,1449,8795,15446,15600,1,0,55691
1963,85869,4816,11329,4156,35064,15910,63495,21326,5540,319,4433,185,5864,6489,3,2070,31701,13811,15847,5887,24032,1788,15875,53380,20932,33371,4768,27321,57389,22042,6729,27852,12504,22546,11481,9854,16971,85039,4,0,134770,31803,14426,108941,197161,215018,4,0,702123,4816,11329,4156,35064,15910,63495,21326,5540,319,4433,185,5864,6489,3,2070,31701,13811,15847,5887,24032,1788,15875,53380,20932,33371,4768,27321,57389,22042,6729,27852,12504,22546,11481,9854,16971,85039,4,0,134770,31803,14426,108941,197161,215018,4,0,702123,465,731,206,2556,1059,4171,1309,572,26,362,19,594,471,0,131,1781,597,1085,634,1595,154,977,3671,1581,2059,219,1840,3311,1382,514,1568,931,1254,608,618,1113,5511,0,0,9188,2288,1196,6823,12681,13499,0,0,45675
1964,87592,5103,11548,4284,37139,16562,65861,21871,6054,363,4813,194,6303,6671,3,2093,32825,13979,16508,6467,24927,1931,16473,55818,22225,34463,4912,28234,59379,22947,6991,28161,13068,23193,11876,10112,17680,88323,4,0,140497,33295,15070,113110,205031,222351,4,0,729358,5103,11548,4284,37139,16562,65861,21871,6054,363,4813,194,6303,6671,3,2093,32825,13979,16508,6467,24927,1931,16473,55818,22225,34463,4912,28234,59379,22947,6991,28161,13068,23193,11876,10112,17680,88323,4,0,140497,33295,15070,113110,205031,222351,4,0,729358,426,628,210,3010,1013,4517,1388,618,50,448,12,602,349,0,86,2198,628,1050,675,1645,170,1077,3947,1848,2083,321,1826,3468,1338,412,1496,819,1128,778,570,1167,5372,0,0,9804,2516,1037,7443,13493,13080,0,0,47373
1965,94629,5421,11919,4488,39033,17715,69633,23167,6774,460,5447,206,6731,6815,3,2114,34848,14279,17641,7175,26479,2217,17320,58899,24102,36122,5219,29585,62248,23866,7351,28434,14046,24031,12689,10413,18691,92664,4,0,148209,36054,15663,119959,216175,232185,4,0,768249,5421,11919,4488,39033,17715,69633,23167,6774,460,5447,206,6731,6815,3,2114,34848,14279,17641,7175,26479,2217,17320,58899,24102,36122,5219,29585,62248,23866,7351,28434,14046,24031,12689,10413,18691,92664,4,0,148209,36054,15663,119959,216175,232185,4,0,768249,445,766,301,3081,1703,6071,1990,828,100,694,13,593,409,0,104,3413,987,1650,824,2557,331,1388,4910,2581,2823,512,2335,4655,1482,598,1618,1215,1514,1200,765,1479,6918,0,0,12367,3625,1106,11150,17816,16789,0,0,62853
1966,88525,5743,12330,4737,41359,19306,74055,24209,7549,565,5962,229,7373,6920,3,2132,36584,14618,18726,7831,27759,2603,17859,61841,25505,37223,5460,30249,64381,24221,7475,28508,14756,24481,13121,10461,19602,95773,4,0,157530,38514,16428,125980,224659,238398,4,0,801513,5743,12330,4737,41359,19306,74055,24209,7549,565,5962,229,7373,6920,3,2132,36584,14618,18726,7831,27759,2603,17859,61841,25505,37223,5460,30249,64381,24221,7475,28508,14756,24481,13121,10461,19602,95773,4,0,157530,38514,16428,125980,224659,238398,4,0,801513,498,930,404,4061,2480,7413,2163,981,110,652,29,860,410,0,122,3467,1245,1858,871,2792,439,1409,5479,2465,2719,545,2190,4799,1427,495,1744,1047,1578,1215,782,1584,7132,0,0,15786,3935,1392,12081,18197,17004,0,0,68395
1967,85697,6000,12555,4794,43539,21049,77512,24615,8039,696,6337,250,7890,7163,3,2122,37577,14964,19534,8348,28991,2939,18159,63829,26975,37910,5500,30572,65095,24063,7445,28279,15606,24576,13076,10601,20498,97003,4,0,165449,39937,17178,130512,229881,241147,4,0,824108,6000,12555,4794,43539,21049,77512,24615,8039,696,6337,250,7890,7163,3,2122,37577,14964,19534,8348,28991,2939,18159,63829,26975,37910,5500,30572,65095,24063,7445,28279,15606,24576,13076,10601,20498,97003,4,0,165449,39937,17178,130512,229881,241147,4,0,824108,537,947,340,4217,2622,6949,1942,764,138,632,31,757,647,0,123,2966,1198,1664,758,2698,372,1328,4880,2512,2556,435,2082,4377,1488,437,1836,1395,1644,987,767,1858,6750,0,0,15612,3507,1527,10984,16842,17162,0,0,65634
1968,93471,6230,12753,4836,44903,22230,80186,24870,8397,815,6689,262,8063,7241,3,2083,37911,15278,20318,8883,29853,3277,18503,64655,28309,38439,5635,30821,64537,24014,7551,27974,16166,24045,13388,10664,20878,97235,4,0,171138,41033,17390,134023,232396,241915,4,0,837899,6230,12753,4836,44903,22230,80186,24870,8397,815,6689,262,8063,7241,3,2083,37911,15278,20318,8883,29853,3277,18503,64655,28309,38439,5635,30821,64537,24014,7551,27974,16166,24045,13388,10664,20878,97235,4,0,171138,41033,17390,134023,232396,241915,4,0,837899,467,898,343,3393,2220,6461,1677,606,130,629,25,494,565,0,163,2384,1122,1716,756,2316,377,1201,4299,2279,2518,461,2097,3793,1513,533,1628,1227,1277,1210,653,1512,6130,0,0,13782,3067,1222,9872,15447,15683,0,0,59073
1969,98750,6558,13194,4884,47569,23691,83802,25491,9145,930,7327,271,8615,7489,3,2163,39181,15739,21385,9634,31245,3836,19275,65914,29956,39018,6146,31303,64486,24043,7766,27919,16716,23714,13494,10979,21364,98523,4,0,179698,43164,18270,140295,236823,244518,4,0,862772,6558,13194,4884,47569,23691,83802,25491,9145,930,7327,271,8615,7489,3,2163,39181,15739,21385,9634,31245,3836,19275,65914,29956,39018,6146,31303,64486,24043,7766,27919,16716,23714,13494,10979,21364,98523,4,0,179698,43164,18270,140295,236823,244518,4,0,862772,568,1070,374,4329,2421,7174,1946,937,134,842,19,784,664,0,245,2809,1261,2070,970,2767,608,1572,4852,2612,2541,798,2145,3913,1613,684,1841,1360,1427,928,792,1550,6911,0,0,15936,3878,1693,12057,16861,17106,0,0,67531
1970,103175,6851,13538,4968,49842,25146,87268,26515,10045,1075,7903,298,9123,7893,4,2259,40537,16203,22735,10357,32593,4287,20225,67423,31324,39196,6860,31775,64504,24330,7862,27579,16976,23338,13747,11207,21574,99317,4,0,187613,45836,19279,146937,241082,245930,4,0,886681,6851,13538,4968,49842,25146,87268,26515,10045,1075,7903,298,9123,7893,4,2259,40537,16203,22735,10357,32593,4287,20225,67423,31324,39196,6860,31775,64504,24330,7862,27579,16976,23338,13747,11207,21574,99317,4,0,187613,45836,19279,146937,241082,245930,4,0,886681,563,946,358,3992,2196,6803,2182,1100,155,773,33,697,821,1,241,2900,1152,2256,915,2704,512,1705,4816,2354,2228,960,1969,3620,1618,538,1499,1148,1292,991,752,1273,6314,0,0,14858,4243,1760,12144,15947,15425,0,0,64377
1971,104729,7256,14067,5099,51486,26539,92826,28461,11334,1372,8561,338,9834,8449,6,2395,42861,17055,24339,11250,34516,4955,21806,70761,33610,40451,7737,33276,66524,25148,8386,27961,17530,23987,14332,11619,22239,102753,4,0,197273,50066,20684,156782,252359,253955,4,0,931123,7256,14067,5099,51486,26539,92826,28461,11334,1372,8561,338,9834,8449,6,2395,42861,17055,24339,11250,34516,4955,21806,70761,33610,40451,7737,33276,66524,25148,8386,27961,17530,23987,14332,11619,22239,102753,4,0,197273,50066,20684,156782,252359,253955,4,0,931123,620,1080,387,3369,1999,8561,2799,1476,300,820,45,903,962,2,269,3728,1403,2400,1099,3103,717,2303,5983,3257,2918,1087,2685,4837,1935,859,1844,1292,1836,1174,868,1501,7830,0,0,16016,5440,2136,14753,20767,19139,0,0,78251
1972,99298,7665,14843,5244,55886,29198,99327,30034,12632,1668,9362,390,10927,9004,7,2526,44589,17595,25647,11911,36117,5499,23097,73386,35818,41541,8548,34348,67992,25880,8852,28146,18105,24316,14785,11895,22842,105785,4,0,212163,54086,22464,164455,261633,260606,4,0,975411,7665,14843,5244,55886,29198,99327,30034,12632,1668,9362,390,10927,9004,7,2526,44589,17595,25647,11911,36117,5499,23097,73386,35818,41541,8548,34348,67992,25880,8852,28146,18105,24316,14785,11895,22842,105785,4,0,212163,54086,22464,164455,261633,260606,4,0,975411,607,1291,377,5698,3150,9158,2470,1467,302,936,58,1269,901,1,221,2984,1093,1983,855,2552,615,1931,5172,3044,2564,987,2257,4049,1841,763,1579,1220,1448,934,705,1303,6935,0,0,20281,5233,2392,12013,18073,16728,0,0,74720
1973,104079,7787,15099,5398,57725,30672,103002,31423,13684,1972,9971,424,11771,9633,8,2649,45291,18027,26781,12593,37144,5999,23983,74973,37354,42185,9159,35327,68552,26139,9150,28164,18313,24362,15157,11884,22996,107146,4,0,219683,57474,24061,169818,267550,263311,4,0,1001901,7787,15099,5398,57725,30672,103002,31423,13684,1972,9971,424,11771,9633,8,2649,45291,18027,26781,12593,37144,5999,23983,74973,37354,42185,9159,35327,68552,26139,9150,28164,18313,24362,15157,11884,22996,107146,4,0,219683,57474,24061,169818,267550,263311,4,0,1001901,502,1033,486,4269,2266,8461,2742,1313,315,795,43,1167,1011,2,261,2914,1326,2149,1042,2536,615,1937,5231,3147,2932,910,2714,4510,1838,738,1737,1254,1579,1092,614,1414,7079,0,0,17017,5208,2441,12519,19444,17345,0,0,73974
1974,102538,8076,15588,5575,60147,32531,107760,32752,14612,2324,10524,465,12835,10464,10,2822,45911,18233,28136,13353,38166,6453,24816,77274,39180,43119,9776,37180,69365,26412,9517,28494,18716,24768,15814,12178,23233,109224,2,1,229677,60677,26131,175068,275894,268356,2,1,1035806,8076,15588,5575,60147,32531,107760,32752,14612,2324,10524,465,12835,10464,10,2822,45911,18233,28136,13353,38166,6453,24816,77274,39180,43119,9776,37180,69365,26412,9517,28494,18716,24768,15814,12178,23233,109224,2,1,229677,60677,26131,175068,275894,268356,2,1,1035806,543,1179,499,4778,2562,8470,2436,1193,366,772,52,1403,1174,2,288,2707,1159,2177,1073,2404,596,1921,5576,3274,2931,891,3194,4345,1788,812,1750,1249,1773,1334,818,1401,7091,0,1,18031,4819,2867,12037,20211,18016,0,1,75982
1975,101014,8449,15949,5740,62743,33974,111368,33750,15396,2612,10892,492,14037,11186,12,3019,45796,18264,29197,13804,38948,6934,25119,78746,40210,43482,10310,38257,69502,26618,9895,28549,18963,24962,16111,12283,23530,109993,2,2,238223,63142,28254,178062,280507,270904,2,2,1059096,8449,15949,5740,62743,33974,111368,33750,15396,2612,10892,492,14037,11186,12,3019,45796,18264,29197,13804,38948,6934,25119,78746,40210,43482,10310,38257,69502,26618,9895,28549,18963,24962,16111,12283,23530,109993,2,2,238223,63142,28254,178062,280507,270904,2,2,1059096,634,1176,438,5426,2612,7901,2448,1099,300,691,44,1621,1280,2,325,2253,1155,1980,902,2332,662,1552,5064,2765,2752,827,2850,3978,1755,769,1565,1083,1626,1011,848,1471,6422,0,1,18187,4582,3228,10836,18236,16550,0,1,71620
1976,102344,8756,16021,5862,65443,35273,114581,34480,15984,2966,11205,531,15552,11783,12,3185,45330,17943,30115,14292,39777,7412,25441,79823,41125,43650,10762,38753,68930,26886,10216,28125,19071,24986,16394,12134,23743,109958,2,3,245936,65166,30532,180310,283043,271513,2,3,1076505,8756,16021,5862,65443,35273,114581,34480,15984,2966,11205,531,15552,11783,12,3185,45330,17943,30115,14292,39777,7412,25441,79823,41125,43650,10762,38753,68930,26886,10216,28125,19071,24986,16394,12134,23743,109958,2,3,245936,65166,30532,180310,283043,271513,2,3,1076505,701,1019,408,5425,2669,8130,2324,1095,401,737,54,2040,1053,0,282,2186,968,2034,1062,2469,678,1686,4642,2547,2800,715,2304,3606,1769,676,1446,1087,1511,983,648,1416,6245,0,1,18352,4611,3375,11083,16614,15781,0,1,69817
